Colony,Date,Alive/Dead,ROI,Area,Mean,Min,Max,Total Area,Dead Area,% Live Tissue
,,Dead,6,17690,35.576,1,154,,,
,,Dead,7,69955,36.683,0,197,,,
,,Dead,8,25721,43.288,1,180,,,
,,Dead,9,49414,78.327,0,244,,,
,,Dead,10,398,74.849,7,153,,,
,,Dead,11,1280,94.754,4,217,,,
,,Dead,12,433,94.242,21,185,,,
,,Dead,13,24896,81.214,0,221,,,
,,Dead,14,1655,105.433,7,202,,,
,,Dead,15,1121,127.624,10,238,,,
,,Dead,16,61982,75.325,0,251,,,
,,Dead,17,22612,25.401,0,128,,,
,,Dead,18,45404,46.976,0,219,,,
,,Dead,19,3083,82.447,1,217,,,
,,Dead,20,1047,103.444,5,232,,,
,,Dead,21,63429,93.185,0,249,,,
,,Dead,22,7467,141.035,12,245,,,
,,Dead,23,7602,129.907,5,237,,,
,,Dead,24,7404,135.193,5,247,,,
,,Dead,25,258,117.202,4,179,,,
,,Dead,26,8203,22.681,2,145,,,
,,Dead,27,1239,108.084,14,230,,,
243,2017-05-18,Alive,1,719367,83.604,14,255,643978,175876,0.726891291
,,No count,2,1636,141.82,29,213,,,
,,No count,3,73358,128.246,33,253,,,
,,No count,4,395,45.851,38,64,,,
,,Dead,5,6931,64.367,25,176,,,
,,Dead,6,2650,88.6,30,176,,,
,,Dead,7,7752,79.324,22,216,,,
,,Dead,8,2761,91.409,38,194,,,
,,Dead,9,1080,126.035,43,233,,,
,,Dead,10,2041,60.487,36,172,,,
,,Dead,11,23482,126.222,33,240,,,
,,Dead,12,1902,113.072,44,224,,,
,,Dead,13,6431,70.174,27,190,,,
,,Dead,14,839,116.125,44,197,,,
,,Dead,15,46258,112.183,27,255,,,
,,Dead,16,9198,120.036,32,233,,,
,,Dead,17,5082,125.396,38,206,,,
,,Dead,18,32323,85.504,27,212,,,
,,Dead,19,27146,86.373,24,233,,,
243,2019-06-20,Alive,1,447809,77.007,15,238,440536,10921,0.975209744
,,No count,2,2051,156.559,57,238,,,
,,No count,3,1104,59.979,41,124,,,
,,No count,4,1985,58.971,32,188,,,
,,No count,5,1074,42.628,26,93,,,
,,No count,6,1059,42.402,24,120,,,
,,Dead,7,1337,56.305,24,139,,,
,,Dead,8,5622,58.955,33,130,,,
,,Dead,9,776,61.781,43,88,,,
,,Dead,10,1710,56.897,39,99,,,
,,Dead,11,518,103.052,65,141,,,
,,Dead,12,958,71.654,47,105,,,
243,2019-10-16,Alive,1,643968,117.135,10,255,629258,22277,0.964597987
,,No count,2,1457,106.209,37,220,,,
,,No count,3,13253,180.237,33,255,,,
,,Dead,4,693,140.381,28,234,,,
,,Dead,5,6488,134.392,28,236,,,
,,Dead,6,363,121.658,45,185,,,
,,Dead,7,10362,42.817,16,133,,,
,,Dead,8,3431,45.031,22,163,,,
,,Dead,9,940,133.023,29,217,,,
243,2019-10-30,Alive,1,430172,136.116,54,242,430172,15610,0.96371219
,,Dead,2,114,137.351,89,163,,,
,,Dead,3,205,99.98,72,133,,,
,,Dead,4,258,127.872,75,172,,,
,,Dead,5,3276,130.678,72,216,,,
,,Dead,6,325,144.326,91,183,,,
,,Dead,7,2100,123.983,68,205,,,
,,Dead,8,406,139.879,85,193,,,
,,Dead,9,490,159.708,95,212,,,
,,Dead,10,6456,138.09,86,220,,,
,,Dead,11,302,130.48,94,180,,,
,,Dead,12,152,144.566,108,172,,,
,,Dead,13,812,111.336,88,202,,,
,,Dead,14,557,108.546,85,152,,,
,,Dead,15,157,120.662,99,156,,,
243,2020-10-08,Alive,1,493584,113.583,65,215,491465,21917,0.955404759
,,No count,2,2119,136.565,90,215,,,
,,Dead,3,17038,88.242,65,144,,,
,,Dead,4,4879,87.063,70,128,,,
243,2021-03-26,Alive,1,525473,120.619,36,233,523693,10270,0.980389274
,,No count,2,1780,158.079,70,231,,,
,,Dead,3,7962,81.344,49,140,,,
,,Dead,4,2308,91.449,52,168,,,
243,2021-10-10,Alive,1,157448,122.672,15,247,156252,7940,0.94918465
,,No count,2,1196,127.46,16,212,,,
,,Dead,3,978,113.761,32,216,,,
,,Dead,4,191,90.387,32,170,,,
,,Dead,5,105,97.448,39,146,,,
,,Dead,6,225,113.369,39,171,,,
,,Dead,7,230,126.374,38,208,,,
,,Dead,8,588,113.607,23,238,,,
,,Dead,9,183,47.443,37,65,,,
,,Dead,10,87,87.161,44,180,,,
,,Dead,11,406,148.059,73,222,,,
,,Dead,12,442,90.568,39,182,,,
,,Dead,13,1709,161.979,48,247,,,
,,Dead,14,269,131.156,39,181,,,
,,Dead,15,34,114.824,72,159,,,
,,Dead,16,1339,102.916,34,203,,,
,,Dead,17,252,148.889,87,197,,,
,,Dead,18,902,173.411,45,245,,,
243,2022-03-09,Alive,1,125611,87.24,1,247,122581,5789,0.952774084
,,No count,2,3030,167.007,2,247,,,
,,Dead,3,450,118.34,47,213,,,
,,Dead,4,46,150.63,104,197,,,
,,Dead,5,296,123.848,17,210,,,
,,Dead,6,415,89,21,188,,,
,,Dead,7,361,86.474,15,153,,,
,,Dead,8,292,90.031,4,169,,,
,,Dead,9,741,86.881,10,181,,,
,,Dead,10,1409,44.688,4,160,,,
,,Dead,11,1091,77.017,10,218,,,
,,Dead,12,562,25.055,10,70,,,
,,Dead,13,126,70.071,20,161,,,
243,2022-09-01,Alive,1,78790,104.318,18,253,73908,3496,0.952697949
,,No count,2,3583,151.208,45,253,,,
,,No count,3,786,142.268,52,244,,,
,,Dead,4,446,161.278,67,220,,,
,,Dead,5,86,88.698,47,170,,,
,,Dead,6,407,87.265,35,218,,,
,,Dead,7,577,73.322,40,160,,,
,,No count,8,513,56.146,39,133,,,
,,Dead,9,240,101.246,52,161,,,
,,Dead,10,937,95.825,42,194,,,
,,Dead,11,77,95.922,55,149,,,
,,Dead,12,302,81.361,43,176,,,
,,Dead,13,129,87.326,41,140,,,
,,Dead,14,130,91.808,49,154,,,
,,Dead,15,165,127.612,48,197,,,
245,2015-12-14,Alive,1,1052083,81.95,23,255,1011430,447410,0.557646105
,,No count,2,4531,143.137,52,227,,,
,,No count,3,36122,154.846,48,255,,,
,,Dead,4,11236,99.995,45,163,,,
,,Dead,5,1807,101.37,51,163,,,
,,Dead,6,61484,87.071,37,188,,,
,,Dead,7,1571,93.442,52,142,,,
,,Dead,8,879,86.985,51,134,,,
,,Dead,9,7317,78.763,34,137,,,
,,Dead,10,183,93.94,59,121,,,
,,Dead,11,74631,81.194,30,193,,,
,,Dead,12,26635,90.561,31,184,,,
,,Dead,13,1839,110.532,57,177,,,
,,Dead,14,2054,103.524,45,176,,,
,,Dead,15,2649,109.747,52,178,,,
,,Dead,16,3041,93.443,41,146,,,
,,Dead,17,2836,101.003,45,187,,,
,,Dead,18,45346,83.343,29,219,,,
,,Dead,19,6754,86.036,38,179,,,
,,Dead,20,70972,93.232,33,201,,,
,,Dead,21,9379,71.23,32,158,,,
,,Dead,22,31986,77.656,31,177,,,
,,Dead,23,2972,78.861,36,148,,,
,,Dead,24,1996,86.28,40,130,,,
,,Dead,25,2896,78.239,32,148,,,
,,Dead,26,4012,73.077,30,138,,,
,,Dead,27,7507,79.468,30,154,,,
,,Dead,28,4610,64.044,31,141,,,
,,Dead,29,891,79.908,37,128,,,
,,Dead,30,3700,70.876,30,146,,,
,,Dead,31,11114,62.902,26,133,,,
,,Dead,32,28228,66.933,29,148,,,
,,Dead,33,773,83.26,38,147,,,
,,Dead,34,4229,85.181,34,158,,,
,,Dead,35,2416,81.706,34,154,,,
,,Dead,36,4084,70.045,32,134,,,
,,Dead,37,2685,73.253,32,127,,,
,,Dead,38,2698,83.052,36,134,,,
245,2016-02-04,Alive,1,480778,135.051,65,255,473343,175011,0.630266002
,,No count,2,1071,168.814,107,252,,,
,,No count,3,6364,198.858,124,255,,,
,,Dead,4,50156,143.64,84,253,,,
,,Dead,5,446,164.415,102,200,,,
,,Dead,6,1403,143.558,92,195,,,
,,Dead,7,72962,149.693,95,255,,,
,,Dead,8,3488,140.225,89,195,,,
,,Dead,9,3488,138.862,91,205,,,
,,Dead,10,27983,142.622,94,236,,,
,,Dead,11,1281,155.115,107,197,,,
,,Dead,12,1103,148.62,107,201,,,
,,Dead,13,676,153.203,97,200,,,
,,Dead,14,8602,158.349,106,220,,,
,,Dead,15,529,163.081,117,215,,,
,,Dead,16,311,169.884,108,216,,,
,,Dead,17,783,168.6,115,204,,,
,,Dead,18,990,164.104,101,196,,,
,,Dead,19,312,164.321,111,194,,,
,,Dead,20,498,135.034,89,171,,,
245,2016-03-24,Alive,1,453081,100.082,18,255,441058,141593,0.678969659
,,No count,2,1583,163.361,63,247,,,
,,No count,3,10440,121.713,44,255,,,
,,Dead,4,15552,122.161,42,255,,,
,,Dead,5,13903,113.272,38,252,,,
,,Dead,6,1141,94.594,43,191,,,
,,Dead,7,34152,107.379,33,254,,,
,,Dead,8,23274,120.815,34,255,,,
,,Dead,9,4277,103.149,40,255,,,
,,Dead,10,388,116.224,46,178,,,
,,Dead,11,6030,99.716,37,203,,,
,,Dead,12,6170,135.57,41,253,,,
,,Dead,13,543,117.215,50,215,,,
,,Dead,14,609,132.255,55,200,,,
,,Dead,15,483,107.7,43,194,,,
,,Dead,16,4718,90.438,30,204,,,
,,Dead,17,5142,89.925,33,208,,,
,,Dead,18,11265,114.692,33,245,,,
,,Dead,19,2347,100.164,35,194,,,
,,Dead,20,2300,101.06,35,226,,,
,,Dead,21,4855,93.035,35,211,,,
,,Dead,22,780,105.823,41,188,,,
,,Dead,23,2354,83.199,31,192,,,
,,Dead,24,700,89.427,34,196,,,
,,Dead,25,610,116.952,43,177,,,
245,2016-05-26,Alive,1,1258890,134.98,51,255,1220051,405711,0.667463901
,,No count,2,4073,215.034,114,255,,,
,,No count,3,34766,140.982,77,241,,,
,,Dead,4,48371,155.317,70,241,,,
,,Dead,5,48144,137.375,63,233,,,
,,Dead,6,1117,148.538,91,198,,,
,,Dead,7,7895,131.438,69,213,,,
,,Dead,8,37379,144.531,62,239,,,
,,Dead,9,74261,132.112,60,238,,,
,,Dead,10,86122,156.656,66,247,,,
,,Dead,11,3119,153.571,74,222,,,
,,Dead,12,3886,151.285,82,218,,,
,,Dead,13,10466,147.296,72,236,,,
,,Dead,14,1314,152.376,96,208,,,
,,Dead,15,32760,138.011,69,238,,,
,,Dead,16,27796,143.562,73,235,,,
,,Dead,17,712,136.065,90,173,,,
,,Dead,18,5864,93.462,62,190,,,
,,Dead,19,16505,119.496,60,207,,,
245,2016-09-20,Alive,1,246241,76.02,0,255,245299,86984,0.645396027
,,No count,2,942,148.183,10,252,,,
,,Dead,3,1698,155.268,23,252,,,
,,Dead,4,9367,143.546,5,255,,,
,,Dead,5,1465,130.751,18,247,,,
,,Dead,6,410,119.261,15,221,,,
,,Dead,7,16358,71.059,0,247,,,
,,Dead,8,681,65.997,7,188,,,
,,Dead,9,585,48.104,1,147,,,
,,Dead,10,1328,63.913,2,196,,,
,,Dead,11,2421,63.242,1,184,,,
,,Dead,12,2280,82.454,2,228,,,
,,Dead,13,2696,73.415,4,206,,,
,,Dead,14,517,69.062,5,156,,,
,,Dead,15,7594,94.753,3,231,,,
,,Dead,16,225,116.027,30,194,,,
,,Dead,17,3296,83.677,5,227,,,
,,Dead,18,29184,80.503,1,236,,,
,,Dead,19,6879,101.834,9,245,,,
245,2017-05-18,Alive,1,349251,69.89,23,255,347128,15838,0.954374179
,,No count,2,843,198.164,68,255,,,
,,No count,3,1280,60.344,40,161,,,
,,Dead,4,1614,94.838,43,207,,,
,,Dead,5,203,70.64,41,143,,,
,,Dead,6,10300,84.652,34,210,,,
,,Dead,7,1795,83.852,38,169,,,
,,Dead,8,1926,111.777,50,218,,,
245,2019-06-20,Alive,1,564628,75.921,27,206,559923,0,1
,,No count,2,2076,133.632,59,201,,,
,,No count,3,2629,53.325,37,118,,,
247,2015-10-29,No count,1,13453,211.743,112,253,1009562,254304,0.748104624
,,No count,2,32103,157.329,84,249,,,
,,Dead,3,30281,135.625,67,210,,,
,,Dead,4,3239,138.322,65,190,,,
,,Dead,5,1562,124.197,87,162,,,
,,Dead,6,18810,114.766,63,201,,,
,,Dead,7,20732,151.041,72,213,,,
,,Alive,8,1055118,143.071,47,253,,,
,,Dead,9,70122,142.961,66,218,,,
,,Dead,10,43961,152.057,78,218,,,
,,Dead,11,18355,168.481,87,225,,,
,,Dead,12,9795,172.133,82,223,,,
,,Dead,13,7265,161.818,92,220,,,
,,Dead,14,1604,170.464,83,211,,,
,,Dead,15,28578,146.866,83,219,,,
247,2015-12-14,Alive,1,1709617,115.438,45,255,1689038,351257,0.792037243
,,No count,2,1758,164.882,91,248,,,
,,No count,3,18551,188.273,76,255,,,
,,No count,4,270,158.259,74,196,,,
,,Dead,5,3101,152.598,78,235,,,
,,Dead,6,16844,138.889,67,236,,,
,,Dead,7,28598,125.837,57,226,,,
,,Dead,8,5574,134.235,60,202,,,
,,Dead,9,334,157.883,78,195,,,
,,Dead,10,19899,121.244,54,224,,,
,,Dead,11,37633,111.133,51,209,,,
,,Dead,12,1494,111.053,59,156,,,
,,Dead,13,501,120.737,61,171,,,
,,Dead,14,10481,118.972,51,207,,,
,,Dead,15,1395,122.31,63,176,,,
,,Dead,16,23561,109.749,51,218,,,
,,Dead,17,589,153.956,74,218,,,
,,Dead,18,1049,140.453,67,208,,,
,,Dead,19,6463,131.15,72,222,,,
,,Dead,20,10622,132.347,67,220,,,
,,Dead,21,3838,129.322,72,200,,,
,,Dead,22,14565,119.769,51,210,,,
,,Dead,23,26456,119.269,56,221,,,
,,Dead,24,2881,122.311,70,197,,,
,,Dead,25,869,136.902,76,180,,,
,,Dead,26,21504,122.103,61,215,,,
,,Dead,27,38705,117.273,57,226,,,
,,Dead,28,21333,130.474,71,224,,,
,,Dead,29,5364,128.994,67,192,,,
,,Dead,30,5630,133.53,89,212,,,
,,Dead,31,18360,135.129,66,204,,,
,,Dead,32,4525,116.652,62,202,,,
,,Dead,33,2566,118.212,68,178,,,
,,Dead,34,6905,124.811,70,190,,,
,,Dead,35,9618,130.285,73,197,,,
247,2016-02-04,Alive,1,1320099,95.343,39,225,1318623,290892,0.779397144
,,No count,2,1476,148.231,72,225,,,
,,Dead,3,20643,118.152,74,203,,,
,,Dead,4,67137,111.716,65,184,,,
,,Dead,5,9232,116.639,72,184,,,
,,Dead,6,30384,115.873,67,184,,,
,,Dead,7,27407,110.191,62,185,,,
,,Dead,8,26508,104.195,59,178,,,
,,Dead,9,3325,120.258,68,164,,,
,,Dead,10,29299,116.269,70,183,,,
,,Dead,11,435,102.975,67,151,,,
,,Dead,12,569,118.111,72,148,,,
,,Dead,13,1195,98.712,60,145,,,
,,Dead,14,969,127.38,85,171,,,
,,Dead,15,9306,105.8,60,180,,,
,,Dead,16,25442,105.82,60,198,,,
,,Dead,17,4679,111.017,59,179,,,
,,Dead,18,2908,99.961,62,167,,,
,,Dead,19,5243,100.431,60,173,,,
,,Dead,20,11114,109.626,60,192,,,
,,Dead,21,7478,118.148,66,191,,,
,,Dead,22,7619,102.742,58,155,,,
247,2016-09-20,Alive,1,1319196,108.978,20,251,1314116,157553,0.880107236
,,No count,2,1160,105.619,38,236,,,
,,No count,3,2141,60.254,37,159,,,
,,No count,4,1779,82.84,44,204,,,
,,Dead,5,43261,93.946,30,196,,,
,,Dead,6,6865,91.358,26,161,,,
,,Dead,7,747,120.549,55,228,,,
,,Dead,8,3303,110.522,53,251,,,
,,Dead,9,686,77.261,50,147,,,
,,Dead,10,9839,82.246,26,206,,,
,,Dead,11,7854,103.927,50,181,,,
,,Dead,12,15254,144.709,58,226,,,
,,Dead,13,564,95.41,41,156,,,
,,Dead,14,7836,112.952,39,197,,,
,,Dead,15,2322,100.555,41,188,,,
,,Dead,16,889,118.467,56,215,,,
,,Dead,17,886,117.904,52,185,,,
,,Dead,18,7871,111.733,50,211,,,
,,Dead,19,2520,113.604,55,190,,,
,,Dead,20,394,116.003,58,169,,,
,,Dead,21,325,151.542,76,196,,,
,,Dead,22,8659,131.01,52,222,,,
,,Dead,23,180,125.344,51,183,,,
,,Dead,24,694,93.999,49,161,,,
,,Dead,25,5201,112.131,41,212,,,
,,Dead,26,3551,139.366,70,216,,,
,,Dead,27,973,127.327,65,197,,,
,,Dead,28,5730,106.882,45,189,,,
,,Dead,29,2177,116.706,55,190,,,
,,Dead,30,514,129.525,63,194,,,
,,Dead,31,1658,120.663,75,188,,,
,,Dead,32,2039,132.168,78,194,,,
,,Dead,33,3491,138.238,82,204,,,
,,Dead,34,6637,123.143,76,176,,,
,,Dead,35,896,150.541,119,176,,,
,,Dead,36,531,143.944,119,170,,,
,,Dead,37,1637,95.059,59,180,,,
,,Dead,38,1569,139.887,90,200,,,
247,2017-05-18,Alive,1,1053198,105.072,53,252,993740,22690,0.977167066
,,No count,2,870,141.448,83,214,,,
,,No count,3,58588,142.531,56,252,,,
,,Dead,4,2895,111.143,67,163,,,
,,Dead,5,11281,130.438,74,213,,,
,,Dead,6,2521,121.434,67,186,,,
,,Dead,7,3416,111.602,67,189,,,
,,Dead,8,399,117.406,66,163,,,
,,Dead,9,1678,134.713,85,185,,,
,,Dead,10,500,97.696,64,149,,,
247,2019-06-20,Alive,1,1406019,91.567,18,248,1401249,5067,0.99638394
,,No count,2,1952,173.752,69,248,,,
,,No count,3,1668,53.293,37,106,,,
,,No count,4,1150,56.055,37,142,,,
,,Dead,5,371,136.679,70,177,,,
,,Dead,6,1791,109.867,47,170,,,
,,Dead,7,423,114.095,62,165,,,
,,Dead,8,1222,98.322,37,153,,,
,,Dead,9,1260,129.996,56,188,,,
247,2019-10-02,Alive,1,866672,133.552,57,246,855573,2743,0.996793961
,,No count,2,737,181.213,87,234,,,
,,No count,3,9680,169.408,77,242,,,
,,No count,4,682,203.607,116,235,,,
,,Dead,5,220,117.85,77,169,,,
,,Dead,6,777,108.755,72,148,,,
,,Dead,7,235,139.26,88,192,,,
,,Dead,8,256,112.832,72,163,,,
,,Dead,9,329,102.307,74,159,,,
,,Dead,10,262,106.286,69,175,,,
,,Dead,11,242,79.174,63,111,,,
,,Dead,12,422,131.983,91,177,,,
247,2021-03-26,Alive,1,1679730,118.508,24,252,1678945,1565,0.999067867
,,No count,2,785,161.926,101,252,,,
,,Dead,3,626,147.128,81,194,,,
,,Dead,4,939,127.672,70,194,,,
247,2021-10-10,Alive,1,1758991,92.572,1,255,1696702,16558,0.990241068
,,No count,2,59462,163.733,15,255,,,
,,No count,3,2827,164.721,12,254,,,
,,Dead,4,2817,72.698,10,193,,,
,,Dead,5,3688,32.066,11,156,,,
,,Dead,6,4717,47.475,10,202,,,
,,Dead,7,4214,112.821,11,223,,,
,,Dead,8,1005,100.95,8,214,,,
,,Dead,9,117,128.744,62,185,,,
247,2022-03-09,Alive,1,969257,99.942,1,255,950700,1588,0.998329652
,,No count,2,4316,230.535,66,255,,,
,,No count,3,14241,171.809,27,253,,,
,,Dead,4,341,106.789,11,205,,,
,,Dead,5,527,134.139,19,218,,,
,,Dead,6,720,138.015,24,236,,,
247,2022-09-01,Alive,1,973050,89.152,6,255,937718,16542,0.982359302
,,No count,2,4803,190.831,34,252,,,
,,No count,3,12831,85.986,17,187,,,
,,No count,4,17698,142.428,14,255,,,
,,Dead,5,6352,75.364,26,174,,,
,,Dead,6,5721,53.655,20,147,,,
,,Dead,7,110,83.018,45,148,,,
,,Dead,8,230,73.97,29,136,,,
,,Dead,9,428,121.311,17,209,,,
,,Dead,10,2400,84.021,16,220,,,
,,Dead,11,219,67.539,23,140,,,
,,Dead,12,200,94.295,23,182,,,
,,Dead,13,232,87.216,28,174,,,
,,Dead,14,650,60.926,27,179,,,
81,2015-09-24,Alive,1,572652,118.173,24,224,557541,7578,0.986408174
,,No count,2,8152,154.044,82,224,,,
,,No count,3,6959,106.357,75,180,,,
,,Dead,4,900,79.37,61,132,,,
,,Dead,5,5781,68.709,46,143,,,
,,Dead,6,897,116.532,101,148,,,
81,2015-12-10,Alive,1,1823421,134.299,38,255,1795928,371431,0.793181575
,,No count,2,3700,223.309,135,255,,,
,,No count,3,22622,214.542,123,255,,,
,,No count,4,1171,183.148,143,217,,,
,,Dead,5,718,124.007,83,160,,,
,,Dead,6,336,127.902,87,159,,,
,,Dead,7,691,107.942,74,167,,,
,,Dead,8,4419,156.085,80,217,,,
,,Dead,9,7652,117.209,58,204,,,
,,Dead,10,9331,102.533,46,169,,,
,,Dead,11,6587,103.334,61,167,,,
,,Dead,12,13761,109.275,57,173,,,
,,Dead,13,337,80.629,49,101,,,
,,Dead,14,1689,83.371,50,107,,,
,,Dead,15,187112,157.561,69,251,,,
,,Dead,16,8813,140.884,71,209,,,
,,Dead,17,3017,137.829,78,190,,,
,,Dead,18,15244,158.309,90,247,,,
,,Dead,19,45497,162.093,93,241,,,
,,Dead,20,4756,174.403,86,236,,,
,,Dead,21,1617,162.26,100,219,,,
,,Dead,22,3734,171.676,83,239,,,
,,Dead,23,2968,151.307,78,221,,,
,,Dead,24,17775,168.063,84,250,,,
,,Dead,25,2016,170.928,116,210,,,
,,Dead,26,15793,162.555,101,249,,,
,,Dead,27,4087,175.231,124,222,,,
,,Dead,28,12660,191.799,125,251,,,
,,Dead,29,821,185.78,133,215,,,
81,2016-01-29,Alive,1,2345420,73.56,10,254,2323353,482412,0.792363881
,,No count,2,9377,138.376,57,254,,,
,,No count,3,12690,92.825,53,201,,,
,,Dead,4,40645,107.386,52,197,,,
,,Dead,5,51284,72.512,36,165,,,
,,Dead,6,3506,97.405,58,133,,,
,,Dead,7,7936,115.269,57,199,,,
,,Dead,8,495,50.356,36,62,,,
,,Dead,9,2439,28.432,20,47,,,
,,Dead,10,6074,108.405,37,169,,,
,,Dead,11,11241,122.613,49,172,,,
,,Dead,12,9646,95.611,38,162,,,
,,Dead,13,1054,82.861,56,120,,,
,,Dead,14,23563,105.297,46,220,,,
,,Dead,15,128074,93.484,38,217,,,
,,Dead,16,37330,108.377,50,203,,,
,,Dead,17,13339,101.887,54,219,,,
,,Dead,18,7203,114.551,62,216,,,
,,Dead,19,25265,97.43,54,209,,,
,,Dead,20,21390,98.389,54,233,,,
,,Dead,21,4406,93.42,44,187,,,
,,Dead,22,6741,101.543,47,175,,,
,,Dead,23,8853,93.603,51,179,,,
,,Dead,24,2215,86.263,48,157,,,
,,Dead,25,53239,85.44,39,205,,,
,,Dead,26,16474,87.621,42,165,,,
81,2016-03-23,Alive,1,1947516,87.269,22,255,1908854,351240,0.815994309
,,No count,2,36405,85.664,50,222,,,
,,No count,3,2257,81.405,46,199,,,
,,Dead,4,263938,87.394,31,243,,,
,,Dead,5,20977,90.291,39,227,,,
,,Dead,6,33139,68.973,36,183,,,
,,Dead,7,8479,142.724,63,255,,,
,,Dead,8,8049,123.111,61,249,,,
,,Dead,9,5338,98.11,59,188,,,
,,Dead,10,513,40.639,35,52,,,
,,Dead,11,222,48.378,39,64,,,
,,Dead,12,5105,84.057,33,171,,,
,,Dead,13,588,111.406,73,163,,,
,,Dead,14,4892,108.563,53,202,,,
81,2016-09-23,Alive,1,2121957,133.788,37,255,2116183,787091,0.628060995
,,No count,2,5774,198.389,95,255,,,
,,Dead,3,19726,141.597,80,206,,,
,,Dead,4,3605,109.653,73,165,,,
,,Dead,5,157692,123.433,42,228,,,
,,Dead,6,204447,126.084,45,228,,,
,,Dead,7,143125,111.715,43,235,,,
,,Dead,8,31230,128.095,57,226,,,
,,Dead,9,741,136.282,89,199,,,
,,Dead,10,3202,127.745,61,190,,,
,,Dead,11,8306,152.844,72,240,,,
,,Dead,12,2222,143.515,71,200,,,
,,Dead,13,84532,138.808,55,244,,,
,,Dead,14,12424,122.082,67,216,,,
,,Dead,15,10986,145.207,83,221,,,
,,Dead,16,3228,104.002,78,181,,,
,,Dead,17,4385,171.058,101,229,,,
,,Dead,18,63288,149.511,71,238,,,
,,Dead,19,29034,159.229,86,242,,,
,,Dead,20,3435,141.998,88,216,,,
,,Dead,21,494,140.913,90,212,,,
,,Dead,22,989,139.241,76,203,,,
81,2017-05-18,Alive,1,1630613,130.159,34,255,1630613,931334,0.428844244
,,Dead,2,923877,123.575,36,250,,,
,,Dead,3,1081,187.4,148,215,,,
,,Dead,4,2793,172.43,85,232,,,
,,Dead,5,1463,112.057,71,165,,,
,,Dead,6,2120,128.516,76,196,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
